12810002     	912701	7	Group 7 - FII	13	Standard	4283.88	.00	.00	.00	.00	428.39	4283.88	299.87	4283.88	4712.27	AUD   	20190528
12810002     	912701	8	Group 8 - NAC	15	Standard Marketing Fund	4283.88	.00	.00	.00	.00	428.39	4283.88	85.68	4283.88	4712.27	AUD   	20190528
13280002     	541001	7	Group 7 - FII	13	Standard	150.00	.00	.00	.00	.00	7.50	150.00	9.00	150.00	157.50	CAD   	20190528
13280002     	541001	8	Group 8 - NAC	15	Standard Marketing Fund	150.00	.00	.00	.00	.00	7.50	150.00	3.00	150.00	157.50	CAD   	20190528
13510002     	912801	7	Group 7 - FII	13	Standard	231.00	.00	.00	.00	.00	23.10	231.00	16.17	231.00	254.10	AUD   	20190528
13510002     	912801	8	Group 8 - NAC	15	Standard Marketing Fund	231.00	.00	.00	.00	.00	23.10	231.00	4.62	231.00	254.10	AUD   	20190528
14140002     	550401	7	Group 7 - FII	13	Standard	149.97	.00	.00	.00	.00	19.50	149.97	4.50	149.97	169.47	CAD   	20190528
14140002     	550401	8	Group 8 - NAC	15	Standard Marketing Fund	149.97	.00	.00	.00	.00	19.50	149.97	1.50	149.97	169.47	CAD   	20190528
15820002     	512801	7	Group 7 - FII	13	Standard	349.94	.00	.00	.00	.00	45.48	299.94	9.00	349.94	395.42	CAD   	20190528
15820002     	512801	8	Group 8 - NAC	15	Standard Marketing Fund	349.94	.00	.00	.00	.00	45.48	299.94	3.00	349.94	395.42	CAD   	20190528
16030002     	9205001	7	Group 7 - FII	13	Standard	684.73	.00	.00	.00	.00	136.94	684.73	27.39	684.73	821.67	GBP   	20190528
16030002     	9205001	8	Group 8 - NAC	15	Standard Marketing Fund	684.73	.00	.00	.00	.00	136.94	684.73	6.85	684.73	821.67	GBP   	20190528
16660002     	490101	7	Group 7 - FII	17	Standard	87.67	.00	.00	.00	.00	6.14	87.67	2.63	87.67	93.81	USD   	20190528
16660002     	490101	8	Group 8 - NAC	21	Standard Marketing Fund	87.67	.00	.00	.00	.00	6.14	87.67	.88	87.67	93.81	USD   	20190528
16940002     	17901	7	Group 7 - FII	17	Standard	43.00	.00	.00	.00	.00	3.55	43.00	1.29	43.00	46.55	USD   	20190528
16940002     	17901	8	Group 8 - NAC	21	Standard Marketing Fund	43.00	.00	.00	.00	.00	3.55	43.00	.43	43.00	46.55	USD   	20190528
